kegg1,kegg2,smiles1,smiles2,mass1,mass2,formula1,formula2,¦¤m/z,mzDiff,Count,Molecular formula changes
C00315,C20560,C(CCNCCCN)CN,C(CCN=C(N)N)CNCCCN,145.1579,187.1797,C7H19N3,C8H21N5,-42.0218,42.0218,10,(/+C  /+H2  /+N2)
C05515,C05516,C1=NC(=C(N1)C(=O)O)NC(=O)N,C1=NC(=C(N1)C(=O)O)N,170.044,127.0382,C5H6N4O3,C4H5N3O2,43.0058,43.0058,10,(/-C  /-H  /-N  /-O)
C00025,C05829,C(CC(=O)O)[C@@H](C(=O)O)N,C(CC(=O)O)[C@@H](C(=O)O)NC(=O)N,147.0532,190.059,C5H9NO4,C6H10N2O5,-43.0058,43.0058,10,(/+C  /+H  /+N  /+O)
C04053,C06118,C([C@@H]([C@H](C=O)O)O)C(=O)C(=O)O,C1=C(O[C@@H]([C@@H]([C@H]1O)O)O[C@@H]2[C@@H]([C@H]([C@@H](O[C@@H]2C(=O)O)O)O)O)C(=O)O,176.0321,352.0642,C6H8O6,C12H16O12,-176.0321,176.0321,10,(/+C6  /+H8  /+O6)
C19854,C19855,CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C,CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C,1588.8224,1412.7903,C79H130O28P2,C73H122O22P2,176.0321,176.0321,10,(/-C6  /-H8  /-O6)
C00180,C01586,C1=CC=C(C=C1)C(=O)O,C1=CC=C(C=C1)C(=O)NCC(=O)O,122.0368,179.0582,C7H6O2,C9H9NO3,-57.0214,57.0215,9,(/+C2  /+H3  /+N  /+O)
C00051,C00669,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,C(CC(=O)N[C@@H](CS)C(=O)O)[C@@H](C(=O)O)N,307.0838,250.0623,C10H17N3O6S,C8H14N2O5S,57.0215,57.0215,9,(/-C2  /-H3  /-N  /-O)
C11632,C11633,C/C=C\1/CN2[C@H]3C[C@@H]1C([C@@H]2CC4=C3NC5=CC=CC=C45)(C=O)C(=O)OC,C/C=C\1/CN2[C@H]3C[C@@H]1[C@@H]([C@@H]2CC4=C3NC5=CC=CC=C45)C=O,350.163,292.1576,C21H22N2O3,C19H20N2O,58.0054,58.0055,9,(/-C2  /-H2  /-O2)
C20464,C20465,C/C=C/C1=CC=C(C=C1)O,CC(=O)OC/C=C/C1=CC=C(C=C1)O,134.0732,192.0786,C9H10O,C11H12O3,-58.0054,58.0055,9,(/+C2  /+H2  /+O2)
C12641,C12647,C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)/C=C/C6=CC(=C(C=C6)O)O)O)O)O)O,C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)OC(=O)CC(=O)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)/C=C/C6=CC(=C(C=C6)O)O)O)O)O)O,843.1984,929.1988,C39H39O21,C42H41O24,-86.0004,86.0004,9,(/+C3  /+H2  /+O3)
C00596,C04479,C=C/C=C(\C(=O)O)/O,C(CC(=O)O)C(=O)/C=C\C=C(/C(=O)O)\O,114.0317,214.0477,C5H6O3,C9H10O6,-100.016,100.016,9,(/+C4  /+H4  /+O3)
C14119,C14120,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C(CC(=O)O)C(=O)C4=CC5=CC=CC=C5C=C4)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC5=CC=CC=C5C=C4)O,1021.1731,921.1571,C36H46N7O20P3S,C32H42N7O17P3S,100.016,100.016,9,(/-C4  /-H4  /-O3)
C00596,C01273,C=C/C=C(\C(=O)O)/O,C1=CC=C(C=C1)/C(=C/C=C\C(=O)C(=O)O)/O,114.0317,218.0579,C5H6O3,C12H10O4,-104.0262,104.0262,9,(/+C7  /+H4  /+O)
C11700,C11899,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)O,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1O)O)O)(CO4)OC(=O)C)O)C)O,544.2308,440.2046,C29H36O10,C22H32O9,104.0262,104.0262,9,(/-C7  /-H4  /-O)
C05897,C05898,C[C@@H](C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@H](C(=O)O)N)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)O)C(=O)O)NC(=O)[C@@H](C)O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)OP(=O)(O)OP(=O)(O)OC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)NC(=O)C,C[C@@H](C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@H](C(=O)O)N)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)O)C(=O)O)NC(=O)[C@@H](C)O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)NC(=O)C)CO)OP(=O)(O)OP(=O)(O)OC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)NC(=O)C,1715.9711,1919.0504,C87H143N7O23P2,C95H156N8O28P2,-203.0793,203.0794,9,(/+C8  /+H13  /+N  /+O5)
C00002,C04006,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,[C@H]1([C@@H](C([C@H]([C@@H](C1O)O)O)OP(=O)(O)O)O)O,506.9957,260.0297,C10H16N5O13P3,C6H13O9P,246.966,246.966,9,(/-C4  /-H3  /-N5  /-O4  /-P2)
C00089,C00498,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,342.1162,589.0822,C12H22O11,C16H25N5O15P2,-246.966,246.966,9,(/+C4  /+H3  /+N5  /+O4  /+P2)
C05316,C06165,CN1CC2=C3C(=CC(=C2C4=C1C5=CC6=C(C=C5C(=C4)OC)OCO6)OC)OCO3,C[N+]1=CC2=C3C(=CC(=C2C4=C1C5=CC6=C(C=C5C(=C4)OC)OCO6)OC)OCO3,393.1212,392.1134,C22H19NO6,C22H18NO6,1.0078,1.0078,8,(/-H)
C03150,C15497,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,255.0981,256.1059,C11H15N2O5,C11H16N2O5,-1.0078,1.0078,8,(/+H)
C06771,C06772,C(CO)N(CCO)CCO,C(CO)NCCO,149.1052,105.079,C6H15NO3,C4H11NO2,44.0262,44.0262,8,(/-C2  /-H4  /-O)
C00118,C00673,C([C@H](C=O)O)OP(=O)(O)O,C1[C@@H]([C@H](OC1O)COP(=O)(O)O)O,169.998,214.0242,C3H7O6P,C5H11O7P,-44.0262,44.0262,8,(/+C2  /+H4  /+O)
C03619,C04698,CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2OC)CO)O)O)O)O)O,194.079,340.1369,C7H14O6,C13H24O10,-146.0579,146.0579,8,(/+C6  /+H10  /+O4)
C08983,C19865,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5([C@H]([C@@]4(C)CO)CC[C@@]6([C@@H]5CC=C7[C@]6(CC[C@@]8([C@H]7CC(C[C@H]8O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,C[C@]12CC[C@@H]([C@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(C[C@H]5O)(C)C)C)C)C)(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O,942.5188,796.4609,C48H78O18,C42H68O14,146.0579,146.0579,8,(/-C6  /-H10  /-O4)
C15996,C20248,C1=C(C2=C(N1)NC(=NC2=O)N)C#N,C1=C(C2=C(N1)NC(=NC2=O)N)C(=O)O,175.0494,194.044,C7H5N5O,C7H6N4O3,-18.9946,18.9946,7,(/+H  /+O2  /-N)
C03925,C04178,C1=C(C=C(C(=C1Br)O)Br)C(=O)O,C1=C(C=C(C(=C1Br)O)Br)C#N,293.8527,274.8581,C7H4Br2O3,C7H3Br2NO,18.9946,18.9946,7,(/+N  /-H  /-O2)
C00166,C00254,C1=CC=C(C=C1)CC(=O)C(=O)O,C1=CC(C=CC1O)(CC(=O)C(=O)O)C(=O)O,164.0473,226.0477,C9H8O3,C10H10O6,-62.0004,62.0004,7,(/+C  /+H2  /+O3)
C01302,C03506,C1=CC=C(C(=C1)C(=O)O)NCC(=O)[C@@H]([C@@H](COP(=O)(O)O)O)O,C1=CC=C2C(=C1)C(=CN2)[C@@H]([C@@H](COP(=O)(O)O)O)O,349.0563,287.0559,C12H16NO9P,C11H14NO6P,62.0004,62.0004,7,(/-C  /-H2  /-O3)
C00357,C16698,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)COP(=O)(O)O)O)O,C[C@H](C(=O)O)O[C@H]1[C@@H]([C@H](OC([C@@H]1NC(=O)C)O)COP(=O)(O)O)O,301.0563,373.0774,C8H16NO9P,C11H20NO11P,-72.0211,72.0211,7,(/+C3  /+H4  /+O2)
C00111,C01131,C(C(=O)COP(=O)(O)O)O,C[C@@H]([C@@H]([C@H](C(=O)COP(=O)(O)O)O)O)O,169.998,244.0348,C3H7O6P,C6H13O8P,-74.0368,74.0368,7,(/+C3  /+H6  /+O2)
C08612,C20460,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2OC3=C([O+]=C4C=C(C=C(C4=C3)O)O)C5=CC(=C(C=C5)O)O)CO[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O)O)O)O,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2OC3=C([O+]=C4C=C(C=C(C4=C3)O)O)C5=CC(=C(C=C5)O)O)CO[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COC(=O)/C=C/C7=CC=C(C=C7)O)O)O)O)O)O)O)O)O,743.2035,889.2402,C32H39O20,C41H45O22,-146.0367,146.0368,7,(/+C9  /+H6  /+O2)
C00075,C06198,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=CC(=O)NC4=O)O)O)O)O,483.9685,789.9938,C9H15N2O15P3,C18H26N4O23P4,-306.0253,306.0253,7,(/+C9  /+H11  /+N2  /+O8  /+P)
C00203,C18060,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H](C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OP(=O)(O)O)CO)O)O,607.0816,301.0563,C17H27N3O17P2,C8H16NO9P,306.0253,306.0253,7,(/-C9  /-H11  /-N2  /-O8  /-P)
C19880,C19881,C([C@H]([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OP(=O)(O)O)O)O)O)O)O,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)[C@@H](CO)O)O)O)O)O)O)NC(=NC2=O)N,290.0403,635.0877,C7H15O10P,C17H27N5O17P2,-345.0474,345.0475,7,(/+C10  /+H12  /+N5  /+O7  /+P)
C00325,C02985,C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O,C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OP(=O)(O)O)O)O)O,589.0822,244.0348,C16H25N5O15P2,C6H13O8P,345.0474,345.0475,7,(/-C10  /-H12  /-N5  /-O7  /-P)
C00355,C10447,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,C1=CC(=C(C=C1CCC(=O)O)O)O,197.0688,182.0579,C9H11NO4,C9H10O4,15.0109,15.0109,6,(/-H  /-N)
C00637,C02937,C1=CC=C2C(=C1)C(=CN2)CC=O,C1=CC=C2C(=C1)C(=CN2)C/C=N/O,159.0684,174.0793,C10H9NO,C10H10N2O,-15.0109,15.0109,6,(/+H  /+N)
C06551,C06552,CCNC1=NC(=NC(=N1)Cl)NC(C)C,CCNC1=NC(=O)N=C(N1)NC(C)C,215.0938,197.1277,C8H14ClN5,C8H15N5O,17.9661,17.9661,6,(/+H  /+O  /-Cl)
C00156,C02370,C1=CC(=CC=C1C(=O)O)O,C1=CC(=CC=C1C(=O)O)Cl,138.0317,155.9978,C7H6O3,C7H5ClO2,-17.9661,17.9661,6,(/+Cl  /-H  /-O)
C00530,C06601,C1=CC(=CC=C1O)O,C1=CC(=C(C=C1O)Cl)O,110.0368,143.9978,C6H6O2,C6H5ClO2,-33.961,33.961,6,(/+Cl  /-H)
C18305,C18306,CC(C(=O)/C=C(\C(=O)O)/Cl)C(=O)O,CC(C(=O)/C=C\C(=O)O)C(=O)O,205.9982,172.0372,C7H7ClO5,C7H8O5,33.961,33.961,6,(/+H  /-Cl)
C00190,C20490,C1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H](C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C([O+]=C4C=C(C=C(C4=C3)O)O)C5=CC(=C(C=C5)O)O)CO)O)O)O)O)O,536.0445,581.1506,C14H22N2O16P2,C26H29O15,-45.1061,45.1062,6,(/+C12  /+H7  /-N2  /-O  /-P2)
C00020,C05983,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,CCC(=O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,347.0631,403.0893,C10H14N5O7P,C13H18N5O8P,-56.0262,56.0262,6,(/+C3  /+H4  /+O)
C11948,C11949,CC(C)C(=C)CC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(C)C(=C)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,933.2146,877.1884,C31H50N7O18P3S,C28H46N7O17P3S,56.0262,56.0262,6,(/-C3  /-H4  /-O)
C00491,C01962,C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N,C([C@@H](C(=O)O)N)SS,240.0238,152.9918,C6H12N2O4S2,C3H7NO2S2,87.032,87.032,6,(/-C3  /-H5  /-N  /-O2)
C03719,C17237,C1=CC=C(C=C1)CC(=S)NO,C1=CC=C(C=C1)C/C(=N/O)/SC[C@@H](C(=O)O)N,167.0405,254.0725,C8H9NOS,C11H14N2O3S,-87.032,87.032,6,(/+C3  /+H5  /+N  /+O2)
C00120,C05552,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,C1C2C([C@@H](S1)CCCCC(=O)NCCCC[C@@H](C(=O)O)N)NC(=O)N2,244.0882,372.1831,C10H16N2O3S,C16H28N4O4S,-128.0949,128.095,6,(/+C6  /+H12  /+N2  /+O)
C00296,C02572,C1[C@H](C([C@@H](CC1(C(=O)O)O)O)O)O,COC1=C(C=CC(=C1)/C=C/C(=O)O[C@@H]2C[C@@](C[C@H]([C@H]2O)O)(C(=O)O)O)O,192.0634,368.1107,C7H12O6,C17H20O9,-176.0473,176.0473,6,(/+C10  /+H8  /+O3)
C18217,C18218,COC1=C(C=CC(=C1)/C=C/C(=O)OCCCCCCCCCCCCCCCC(=O)O)O,C(CCCCCCCC(=O)O)CCCCCCCO,448.2825,272.2351,C26H40O6,C16H32O3,176.0474,176.0473,6,(/-C10  /-H8  /-O3)
C00013,C19815,OP(=O)(O)OP(=O)(O)O,C[C@@H]1CC[C@]2([C@H]([C@]1(C)CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)CCC=C2C)C,177.9432,450.1936,H4P2O7,C20H36O7P2,-272.2504,272.2504,6,(/+C20  /+H32)
C06098,C19730,CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C[C@H](CC2(C)C)O)C)\C)\C)/C)/C,C/C(=C\C=C\C=C(\C=C\C=C(\C=O)/C)/C)/C=C/C=C(/C=O)\C,568.428,296.1776,C40H56O2,C20H24O2,272.2504,272.2504,6,(/-C20  /-H32)
C00002,C01112,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C([C@H]([C@H]([C@@H](C=O)O)O)O)OP(=O)(O)O,506.9957,230.0192,C10H16N5O13P3,C5H11O8P,276.9765,276.9765,6,(/-C5  /-H5  /-N5  /-O5  /-P2)
C00095,C00492,C([C@@H]1[C@H]([C@@H](C(O1)(CO)O)O)O)O,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O)O)O)O,180.0634,504.169,C6H12O6,C18H32O16,-324.1056,324.1056,6,(/+C12  /+H20  /+O10)
C06371,C06372,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)CO)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,707.2484,383.1428,C26H45NO21,C14H25NO11,324.1056,324.1056,6,(/-C12  /-H20  /-O10)
C00026,C00902,C(CC(=O)O)C(=O)C(=O)O,CCCCC(=O)C(=O)O,146.0215,130.063,C5H6O5,C6H10O3,15.9585,15.9585,5,(/+C  /+H4  /-O2)
C00666,C03972,C(C[C@@H](C(=O)O)N)C[C@@H](C(=O)O)N,C1C[C@H](N=C(C1)C(=O)O)C(=O)O,190.0954,171.0532,C7H14N2O4,C7H9NO4,19.0422,19.0422,5,(/-H5  /-N)
C03019,C03634,CCCC(=O)O[C@@]12[C@@H](C1(C)C)[C@@H]3C=C(C[C@]4([C@H]([C@]3([C@@H]([C@H]2O)C)O)C=C(C4=O)C)O)CO,CCCC(=O)O[C@@H]1[C@H]([C@]2([C@@H](C=C(C[C@]3([C@H]2C=C(C3=O)C)O)CO)[C@H]4[C@@]1(C4(C)C)OC(=O)CCC)O)C,434.2305,504.2723,C24H34O7,C28H40O8,-70.0418,70.0418,5,(/+C4  /+H6  /+O)
C00354,C16848,C([C@@H]1[C@H]([C@@H](C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O,CC(=O)[C@H]([C@@H](C(=O)COP(=O)(O)O)O)O,339.996,242.0192,C6H14O12P2,C6H11O8P,97.9768,97.9769,5,(/-H3  /-O4  /-P)
C00251,C01269,C=C(C(=O)O)O[C@@H]1C=C(C=C[C@H]1O)C(=O)O,C=C(C(=O)O)O[C@@H]1CC(=C[C@H]([C@H]1O)OP(=O)(O)O)C(=O)O,226.0477,324.0246,C10H10O6,C10H13O10P,-97.9769,97.9769,5,(/+H3  /+O4  /+P)
C00013,C03190,OP(=O)(O)OP(=O)(O)O,CC1(C2CCC1([C@H](C2)OP(=O)(O)OP(=O)(O)O)C)C,177.9432,314.0684,H4P2O7,C10H20O7P2,-136.1252,136.1252,5,(/+C10  /+H16)
C20406,C20417,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C/C=C(\C)/CCC=C(C)C)O,CCCCCC1=CC(=CC(=C1C(=O)O)O)O,360.2301,224.1049,C22H32O4,C12H16O4,136.1252,136.1252,5,(/-C10  /-H16)
C00818,C03062,[C@H]([C@@H]([C@@H](C(=O)O)O)O)([C@H](C(=O)O)O)O,C1=CC(=C(C=C1/C=C/C(=O)O[C@H]([C@H]([C@@H]([C@@H](C(=O)O)O)O)O)C(=O)O)O)O,210.0376,372.0693,C6H10O8,C15H16O11,-162.0317,162.0317,5,(/+C9  /+H6  /+O3)
C08641,C16354,C1=CC(=C(C=C1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=CC(=C3O)O)C4=C(C=C5C(=CC(=CC5=[O+]4)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COC(=O)/C=C/C7=CC(=C(C=C7)O)O)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O)O)O,C1=CC(=C(C=C1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=CC4=[O+]C(=C(C=C34)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C6=CC(=C(C(=C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O)O)O)O)O)O)O,1113.2723,951.2406,C51H53O28,C42H47O25,162.0317,162.0317,5,(/-C9  /-H6  /-O3)
C00002,C04257,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,CC(=O)N[C@H]1[C@H]([C@@H]([C@H](OC1O)COP(=O)(O)O)O)O,506.9957,301.0563,C10H16N5O13P3,C8H16NO9P,205.9394,205.9394,5,(/-C2  /-N4  /-O4  /-P2)
C19971,C19972,C[C@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O)NC(=O)C,C[C@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O)NC(=O)C)O)NC(=O)C,632.1132,246.1216,C19H30N4O16P2,C10H18N2O5,385.9916,385.9916,5,(/-C9  /-H12  /-N2  /-O11  /-P2)
C00645,C01170,CC(=O)N[C@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O,CC(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,221.0899,607.0816,C8H15NO6,C17H27N3O17P2,-385.9917,385.9916,5,(/+C9  /+H12  /+N2  /+O11  /+P2)
C20357,C20421,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O)NC(=O)C,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)NC(=O)C)O)NC(=O)C,632.1132,1154.7428,C19H30N4O16P2,C65H108N2O11P2,-522.6296,522.6296,5,(/+C46  /+H78  /-N2  /-O5)
C00512,C01586,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4)O,C1=CC=C(C=C1)C(=O)NCC(=O)O,871.1414,179.0582,C28H40N7O17P3S,C9H9NO3,692.0832,692.0832,5,(/-C19  /-H31  /-N6  /-O14  /-P3  /-S)
